,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation,user_split,user_text,target,location
546,iembot_arx,"At 12:09 PM, 8 SW West Union [Fayette Co, IA] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221709/201609221709",2016-09-22 17:10:02+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 12:09 PM, 8 SW West Union [Fayette Co, IA] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221709/201609221709",1,IA
547,iembot_slc,"At 10:55 AM, Capitol Reef NP [Wayne Co, UT] PARK/FOREST SRVC reports FLASH FLOOD #SLC http://mesonet.agron.iastate.edu/lsr/#SLC/201609221655/201609221655",2016-09-22 17:06:02+00:00,0,0,,#SLC,,iembot slc,"iembot slc At 10:55 AM, Capitol Reef NP [Wayne Co, UT] PARK/FOREST SRVC reports FLASH FLOOD #SLC http://mesonet.agron.iastate.edu/lsr/#SLC/201609221655/201609221655",1,IA
548,iembot_arx,"At 10:42 AM, Viola [Vernon Co, WI] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221542/201609221542",2016-09-22 15:44:06+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 10:42 AM, Viola [Vernon Co, WI] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221542/201609221542",1,IA
549,iembot_arx,"At 9:30 PM, 1 WNW BIG Spring [Adams Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220230/201609220230",2016-09-22 15:28:17+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:30 PM, 1 WNW BIG Spring [Adams Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220230/201609220230",1,IA
550,iembot_arx,"At 6:35 PM, Charles City [Floyd Co, IA] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609212335/201609212335",2016-09-22 15:23:48+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:35 PM, Charles City [Floyd Co, IA] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609212335/201609212335",1,IA
551,iembot_arx,"At 7:40 PM, Charles City [Floyd Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220040/201609220040",2016-09-22 15:21:43+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:40 PM, Charles City [Floyd Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220040/201609220040",1,IA
552,iembot_arx,"At 11:52 PM, Stewartville [Olmsted Co, MN] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220452/201609220452",2016-09-22 15:18:25+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 11:52 PM, Stewartville [Olmsted Co, MN] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220452/201609220452",1,IA
553,iembot_arx,"At 8:28 PM, Nashua [Chickasaw Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220128/201609220128",2016-09-22 15:17:56+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 8:28 PM, Nashua [Chickasaw Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220128/201609220128",1,IA
554,iembot_arx,"At 6:29 AM, Prairie DU Chien [Crawford Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221129/201609221129",2016-09-22 15:14:12+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:29 AM, Prairie DU Chien [Crawford Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221129/201609221129",1,IA
555,iembot_arx,"At 6:29 AM, Ferryville [Crawford Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221129/201609221129",2016-09-22 15:11:56+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:29 AM, Ferryville [Crawford Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221129/201609221129",1,IA
556,iembot_arx,"At 6:37 AM, Readstown [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221137/201609221137",2016-09-22 15:09:39+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:37 AM, Readstown [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221137/201609221137",1,IA
557,iembot_arx,"At 6:37 AM, DE Soto [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221137/201609221137",2016-09-22 15:08:41+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:37 AM, DE Soto [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221137/201609221137",1,IA
558,iembot_arx,"At 2:55 PM, Christie [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",2016-09-22 14:59:38+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:55 PM, Christie [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",1,IA
559,iembot_arx,"At 2:55 PM, 2 S Chili [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",2016-09-22 14:59:38+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:55 PM, 2 S Chili [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",1,IA
560,iembot_arx,"At 10:50 AM, 3 NE West Salem [La Crosse Co, WI] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211550/201609211550",2016-09-22 14:59:38+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 10:50 AM, 3 NE West Salem [La Crosse Co, WI] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211550/201609211550",1,IA
561,iembot_arx,"At 9:56 AM, Farmersburg [Clayton Co, IA] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221456/201609221456",2016-09-22 14:56:48+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:56 AM, Farmersburg [Clayton Co, IA] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221456/201609221456",1,IA
562,JanesvilleNews,"Lois C. Flood, Janesville, WI: Lois C. Flood, age 98, of Janesville, passed away Thursday afterno... http://bit.ly/2d6VIGL #janesville",2016-09-22 14:53:29+00:00,0,0,,#janesville,,JanesvilleNews,"JanesvilleNews Lois C. Flood, Janesville, WI: Lois C. Flood, age 98, of Janesville, passed away Thursday afterno... http://bit.ly/2d6VIGL #janesville",1,IA
563,iembot_arx,"At 9:26 AM, 2 N Lansing [Allamakee Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221426/201609221426",2016-09-22 14:27:23+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:26 AM, 2 N Lansing [Allamakee Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221426/201609221426",1,IA
564,iembot_arx,"At 8:44 AM, 2 SW Charles City [Floyd Co, IA] TRAINED SPOTTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221344/201609221344",2016-09-22 13:45:26+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 8:44 AM, 2 SW Charles City [Floyd Co, IA] TRAINED SPOTTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221344/201609221344",1,IA
565,iembot_arx,"At 7:44 AM, 2 NW Boscobel [Crawford Co, WI] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221244/201609221244",2016-09-22 12:45:04+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:44 AM, 2 NW Boscobel [Crawford Co, WI] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221244/201609221244",1,IA
566,iembot_arx,"At 7:43 AM, Monona [Clayton Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221243/201609221243",2016-09-22 12:43:47+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:43 AM, Monona [Clayton Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221243/201609221243",1,IA
567,iembot_dmx,"At 5:00 AM, Greene [Butler Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221000/201609221000",2016-09-22 12:20:48+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 5:00 AM, Greene [Butler Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221000/201609221000",1,IA
568,iembot_mpx,"At 7:01 AM, 1 SSW Waseca [Waseca Co, MN] PUBLIC reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609221201/201609221201",2016-09-22 12:03:28+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 7:01 AM, 1 SSW Waseca [Waseca Co, MN] PUBLIC reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609221201/201609221201",1,IA
569,NWSDesMoines, Move to higher ground! Flash Flood Warning including Clarksville IA and Greene IA until 11:00 AM CDT ,2016-09-22 12:01:10+00:00,3,6,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning including Clarksville IA and Greene IA until 11:00 AM CDT ,1,IA
570,iembot_arx,"At 6:34 AM, 4 W Cresco [Howard Co, IA] 911 CALL CENTER reports FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",2016-09-22 11:37:01+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:34 AM, 4 W Cresco [Howard Co, IA] 911 CALL CENTER reports FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",1,IA
571,iembot_arx,"At 6:34 AM, Carpenter [Mitchell Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",2016-09-22 11:37:01+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:34 AM, Carpenter [Mitchell Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",1,IA
572,iembot_arx,"At 6:34 AM, Stacyville [Mitchell Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",2016-09-22 11:37:01+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:34 AM, Stacyville [Mitchell Co, IA] 911 CALL CENTER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221134/201609221134",1,IA
573,iembot_dmx,"At 6:30 AM, Plainfield [Bremer Co, IA] LAW ENFORCEMENT reports FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221130/201609221130",2016-09-22 11:36:05+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 6:30 AM, Plainfield [Bremer Co, IA] LAW ENFORCEMENT reports FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221130/201609221130",1,IA
574,iembot_dmx,"At 6:20 AM, Rockwell [Cerro Gordo Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221120/201609221120",2016-09-22 11:25:34+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 6:20 AM, Rockwell [Cerro Gordo Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609221120/201609221120",1,IA
575,iembot_arx,"At 6:18 AM, 2 SSW Lanesboro [Fillmore Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221118/201609221118",2016-09-22 11:19:44+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 6:18 AM, 2 SSW Lanesboro [Fillmore Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221118/201609221118",1,IA
576,iembot_arx,"At 5:39 AM, 1 S DE Soto [Crawford Co, WI] CO-OP OBSERVER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221039/201609221039",2016-09-22 10:41:48+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 5:39 AM, 1 S DE Soto [Crawford Co, WI] CO-OP OBSERVER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609221039/201609221039",1,IA
577,sigmasoror,#favoraintfair #bible #bibleverse #iamlight I need and want the flood of favor God has for me! @… https://www.instagram.com/p/BKp7JbpjHzz/,2016-09-22 10:35:54+00:00,1,2,,#favoraintfair #bible #bibleverse #iamlight,,sigmasoror,sigmasoror #favoraintfair #bible #bibleverse #iamlight I need and want the flood of favor God has for me! @… https://www.instagram.com/p/BKp7JbpjHzz/,1,IA
578,iembot_arx,"At 4:56 AM, Nashua [Chickasaw Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220956/201609220956",2016-09-22 09:57:44+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:56 AM, Nashua [Chickasaw Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220956/201609220956",1,IA
579,iembot_arx,"At 4:51 AM, 3 SSE Alpha [Fayette Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220951/201609220951",2016-09-22 09:52:32+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:51 AM, 3 SSE Alpha [Fayette Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220951/201609220951",1,IA
580,iembot_arx,"At 4:39 AM, Carpenter [Mitchell Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220939/201609220939",2016-09-22 09:40:09+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:39 AM, Carpenter [Mitchell Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220939/201609220939",1,IA
581,iembot_arx,"At 4:34 AM, 1 NNE Lanesboro [Fillmore Co, MN] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",2016-09-22 09:35:52+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:34 AM, 1 NNE Lanesboro [Fillmore Co, MN] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",1,IA
582,iembot_arx,"At 4:34 AM, 3 NE Waukon [Allamakee Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",2016-09-22 09:35:52+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:34 AM, 3 NE Waukon [Allamakee Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",1,IA
583,iembot_arx,"At 4:34 AM, 5 WNW Eastman [Crawford Co, WI] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",2016-09-22 09:35:22+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:34 AM, 5 WNW Eastman [Crawford Co, WI] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220934/201609220934",1,IA
584,iembot_arx,"At 4:25 AM, 4 SE Gillingham [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220925/201609220925",2016-09-22 09:25:50+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:25 AM, 4 SE Gillingham [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220925/201609220925",1,IA
585,iembot_arx,"At 4:22 AM, 2 ESE Viola [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220922/201609220922",2016-09-22 09:24:33+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 4:22 AM, 2 ESE Viola [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220922/201609220922",1,IA
586,iembot_arx,"At 3:30 AM, 3 SE Viola [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220830/201609220830",2016-09-22 09:24:07+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 3:30 AM, 3 SE Viola [Richland Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220830/201609220830",1,IA
587,NWSDesMoines, Move to higher ground! Flash Flood Warning including Mason City IA and Clear Lake IA until 10:15 AM CDT ,2016-09-22 09:13:51+00:00,0,2,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning including Mason City IA and Clear Lake IA until 10:15 AM CDT ,1,IA
588,iembot_arx,"At 3:16 AM, 1 W Whalan [Fillmore Co, MN] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220816/201609220816",2016-09-22 08:17:55+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 3:16 AM, 1 W Whalan [Fillmore Co, MN] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220816/201609220816",1,IA
589,iembot_arx,"At 3:16 AM, 3 SW Lanesboro [Fillmore Co, MN] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220816/201609220816",2016-09-22 08:17:25+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 3:16 AM, 3 SW Lanesboro [Fillmore Co, MN] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220816/201609220816",1,IA
590,iembot_arx,"At 2:07 AM, Bluffton [Winneshiek Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220707/201609220707",2016-09-22 07:09:18+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:07 AM, Bluffton [Winneshiek Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220707/201609220707",1,IA
591,iembot_arx,"At 2:05 AM, Decorah [Winneshiek Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220705/201609220705",2016-09-22 07:09:18+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:05 AM, Decorah [Winneshiek Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220705/201609220705",1,IA
592,iembot_arx,"At 2:05 AM, DE Soto [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220705/201609220705",2016-09-22 07:05:50+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:05 AM, DE Soto [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220705/201609220705",1,IA
593,iembot_arx,"At 2:04 AM, 1 SSW Viroqua [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220704/201609220704",2016-09-22 07:05:17+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:04 AM, 1 SSW Viroqua [Vernon Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220704/201609220704",1,IA
594,iembot_mpx,"At 1:51 AM, Waseca [Waseca Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220651/201609220651",2016-09-22 06:58:46+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 1:51 AM, Waseca [Waseca Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220651/201609220651",1,IA
595,iembot_dmx,"At 1:47 AM, Greene [Butler Co, IA] EMERGENCY MNGR reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220647/201609220647",2016-09-22 06:50:59+00:00,1,1,,#DMX,,iembot dmx,"iembot dmx At 1:47 AM, Greene [Butler Co, IA] EMERGENCY MNGR reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220647/201609220647",1,IA
596,iembot_arx,"At 1:09 AM, 1 SSW Mapleview [Mower Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220609/201609220609",2016-09-22 06:20:49+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 1:09 AM, 1 SSW Mapleview [Mower Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220609/201609220609",1,IA
597,iembot_arx,"At 1:11 AM, Hayfield [Dodge Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220611/201609220611",2016-09-22 06:12:47+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 1:11 AM, Hayfield [Dodge Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220611/201609220611",1,IA
598,iembot_arx,"At 12:55 AM, 2 WNW Fountain [Fillmore Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220555/201609220555",2016-09-22 06:11:02+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 12:55 AM, 2 WNW Fountain [Fillmore Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220555/201609220555",1,IA
599,NWSDesMoines, Move to higher ground! Flash Flood Warning continues for Clarksville IA and Greene IA until 7:00 AM CDT ,2016-09-22 05:42:07+00:00,0,1,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning continues for Clarksville IA and Greene IA until 7:00 AM CDT ,1,IA
600,iembot_mpx,"At 12:32 AM, 1 S Waseca [Waseca Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220532/201609220532",2016-09-22 05:35:06+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 12:32 AM, 1 S Waseca [Waseca Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220532/201609220532",1,IA
601,iembot_arx,"At 12:27 AM, Austin [Mower Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220527/201609220527",2016-09-22 05:32:18+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 12:27 AM, Austin [Mower Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220527/201609220527",1,IA
602,NWSTwinCities, Move to higher ground! Flash Flood Warning including Albert Lea MN and Wells MN until 4:45 AM CDT ,2016-09-22 05:23:42+00:00,1,0,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Albert Lea MN and Wells MN until 4:45 AM CDT ,1,IA
603,NWSTwinCities, Move to higher ground! Flash Flood Warning including Brooklyn Park MN and Fridley MN until 4:00 AM CDT ,2016-09-22 04:11:46+00:00,5,5,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Brooklyn Park MN and Fridley MN until 4:00 AM CDT ,1,IA
604,IAmBlakkHippie,I'm Tellin Y'all 10.27.16 #ChonieTalk Gone Flood The Streets #WeEatGlobal #WeLit… https://www.instagram.com/p/BKpONdRhmhz/,2016-09-22 04:03:15+00:00,1,0,,#ChonieTalk #WeEatGlobal #WeLit,,IAmBlakkHippie,IAmBlakkHippie I'm Tellin Y'all 10.27.16 #ChonieTalk Gone Flood The Streets #WeEatGlobal #WeLit… https://www.instagram.com/p/BKpONdRhmhz/,1,IA
605,MLE_Keymon,"Well, sometimes it rains so hard that there's a flash flood like you've never seen before, so… https://www.instagram.com/p/BKpNbJsjgSD/",2016-09-22 03:56:22+00:00,0,0,,,,MLE Keymon,"MLE Keymon Well, sometimes it rains so hard that there's a flash flood like you've never seen before, so… https://www.instagram.com/p/BKpNbJsjgSD/",1,IA
606,danamenard,"Our intersection at Hemlock & Weaver Lake Road... #rain #flood in #MapleGrove @Maple Grove,… https://www.instagram.com/p/BKpMl38B_fy/",2016-09-22 03:49:07+00:00,0,0,,#rain #flood #MapleGrove,,danamenard,"danamenard Our intersection at Hemlock & Weaver Lake Road... #rain #flood in #MapleGrove @Maple Grove,… https://www.instagram.com/p/BKpMl38B_fy/",1,IA
607,iembot_dmx,"At 10:40 PM, Greene [Butler Co, IA] EMERGENCY MNGR reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220340/201609220340",2016-09-22 03:47:27+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 10:40 PM, Greene [Butler Co, IA] EMERGENCY MNGR reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220340/201609220340",1,IA
